id	item_group_id	title	description	link	image_link	additional_image_link	price	sale_price	sale_price_effective_date	availability	shipping_weight	brand	mpn	condition	product_type	google_product_category	identifier_exists	is_bundle
331	 	Suet Nugget Feeder	Suet Nugget Feeder is the ideal feeder for our Suet Nuggets. Simply pop the lid off the Suet Nugget Feeder and re-fill with our tasty Suet Nuggets (smaller versions of our Super Suet Balls). Hang from your feeder station or hook or tree	http://vinehous.nextmp.net/suet-nugget-feeder-u-01.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/U/0/U01_Suet_Nugget_Feeder.jpg	 	4.50 GBP	 	 	out of stock	0.25 lb	Test	U01	new	Bird Feeders > Suet Feeders,Bird Feeders	 	TRUE	FALSE
332	 	Suet Log Feeder Basket U04	This Suet Log Feeder Basket holds up to 6 suet logs at any one time. It hangs off a tree or hook and allows wild birds to feed away from birds and other predators. It is an all metal cage and a great way to feed wild birds suet in your garden at energy sapping times of year	http://vinehous.nextmp.net/suet-log-feeder-basket-u-04.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/U/0/U04_Suet_Log_Feeder_Basket.jpg	 	8.50 GBP	 	 	out of stock	0.25 lb	Test	U04	new	Bird Feeders > Suet Feeders,Bird Feeders	 	TRUE	FALSE
333	 	Flip Top Suet Roll Holder - Red	Ideal for our insect suet rolls or super suet fat balls	http://vinehous.nextmp.net/flip-top-suet-roll-holder.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/U/1/U11_Flip_Top_Suet_Roll_Holder_Red.jpg	 	7.50 GBP	 	 	in stock	0.25 lb	Test	U11	new	Bird Feeders > Suet Feeders,Bird Feeders	 	TRUE	FALSE
372	 	Suet Pellet Feeder - Black	Suet pellets are increasingly popular in many gardens and are a great alternative to peanuts. This specialist suet pellet feeder enables you to attract a wide range of wild bird species that are happiest feeding from a hanging feeder. The wide top rim of this suet pellet feeder means the suet pellets are sheltered from the rain	http://vinehous.nextmp.net/suet-pellet-feeder-black.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/u/s/uspf_suet_pellet_feeder_1.jpg	http://vinehous.nextmp.net/media/catalog/product/u/s/uspf_suet_pellet_feeder.jpg	13.75 GBP	 	 	in stock	0.50 lb	Test	UTGL08	new	Bird Feeders > Suet Feeders,Bird Feeders	 	TRUE	FALSE
388	 	Suet Rolls - 8 x 500g	A high energy insect flavour suet roll that fits nicely in a tubular fat ball feeder such as our new Flip Top Suet Roll Holder. Made from the same recipe as our Less Mess Suet Blocks so they do not melt or go sticky in hot weather making them easy to handle	http://vinehous.nextmp.net/suet-rolls-8-x-500g.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/u/s/usr8_suet_roll.jpg	 	18.80 GBP	 	 	in stock	4.00 lb	Test	USR8	new	Bird Food > Suet Bird Food,Bird Food	Animals & Pet Supplies > Pet Supplies > Bird Supplies > Bird Food	TRUE	FALSE
395	 	Citrosan Water Sanitiser	Citrosan Water Sanitiser is an all natural product, which, when added to bird baths will help reduce the spread of diseases between wild birds. Extracted from oranges, it is GM free, non-toxic and a natural sanitizer against a wide range of germs and bacteria. It also acts to boost natural immunity too	http://vinehous.nextmp.net/citrosan-v-c1.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/V/C/VC1_Citrosan.jpg	http://vinehous.nextmp.net/media/catalog/product/c/i/citrosan_water_sanitizer_for_hygeine_cat.jpg,http://vinehous.nextmp.net/media/catalog/product/c/i/citrosan_water_sanitizer_for_hygeine_cat_1.jpg	8.50 GBP	 	 	in stock	1.00 lb	Test	VC1	new	Bird Care > Hygeine,Bird Feeders > Bird Feeder Cleaning,Bird Care > Bird Baths	Home & Garden > Decor > Bird Baths	TRUE	FALSE
396	 	Citrosan Sprinkle Support	Citrosan Sprinkle Support bird food supplement helps enhance birds’ own natural resistance to a range of infections and diseases. Sprinkle on or mix in with bird seed	http://vinehous.nextmp.net/citrosan-sprinkle-support.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/V/C/VCSS_Citrosan_Sprinkle_Support_100g.jpg	 	6.25 GBP	 	 	in stock	0.20 lb	Test	VCSS	new	Bird Feeders > Bird Feeding Accessories,Bird Feeders	Animals & Pet Supplies > Pet Supplies > Bird Supplies > Bird Food	TRUE	FALSE
397	 	Calendar 2016	This years’ calendar features the Robin, Barn Owl, Winchat and many more! Our calendar will remind you of those all important dates and will look fantastic displayed within any home.	http://vinehous.nextmp.net/calendar-2016.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/V/H/VHFC16_2016_VHF_Calendar.jpg	 	5.00 GBP	 	 	in stock	0.10 lb	Test	VHFC16	new	Wildlife Products > Gifts,Wildlife Products	Office Supplies > Filing & Organisation > Calendars, Organisers & Planners	TRUE	FALSE
398	 	Bird Food Bin	Our once-used bird food bins are ideal for storing bird food. We have recycled them and cleaned them up for a second use. They are able to hold 25kg of most of our bird foods. They are made from tough plastic with a screw on lid, making them mouse and rat proof. We believe they are the best value food storage bin around	http://vinehous.nextmp.net/food-storage-bin-plastic.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/V/H/VHFFS_Food_Storage_Bin_Plastic.jpg	 	13.80 GBP	 	 	in stock	2.00 lb	Test	VHFFS	new	Bird Feeders > Bird Feeding Accessories,Bird Feeders	Home & Garden > Decor > Bird Feeder Accessories	TRUE	FALSE
400	 	Bat Box	Designed to encourage bats into areas where there are too few roosting sites, this Bat Box is ideal for roosting and hibernation. It is important to make sure the bat box is positioned as high as possible and there are no obstacles around the bat box entrance or its approach. Bats prefer well insulated, draught free environments, with small entrances. Once up, a bat box cannot be opened legally without a licence	http://vinehous.nextmp.net/bat-box-w-bb.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/B/WBB_Bat_Box.jpg	 	21.50 GBP	 	 	in stock	2.00 lb	Test	WBB	new	Wildlife Products > Wildlife Homes,Wildlife Products	Home & Garden > Decor > Birdhouses	TRUE	FALSE
404	 	Dormouse House	Dormice with their ginger brown fur and fur covered tails are one of our most intriguing small mammals. Unfortunately they are in sharp decline. Made form FSC timber built to last. Locate in a quiet area on a mature tree or in thick hedgerows	http://vinehous.nextmp.net/dormouse-house.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/D/WDMH_Dormouse_House.jpg	 	21.25 GBP	 	 	in stock	3.00 lb	Test	WDMH	new	Wildlife Products > Wildlife Homes,Wildlife Products	Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Habitats & Cages	TRUE	FALSE
406	 	Bird Table Scraper	Designed to reach into tight corners, use this stainless steel scraper to remove old bird food to keep your feeding area hygienic	http://vinehous.nextmp.net/bird-table-scraper-w-scr.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/b/i/bird_table_scraper_1.jpg	http://vinehous.nextmp.net/media/catalog/product/b/i/bird_table_scraper.jpg	6.25 GBP	 	 	in stock	0.10 lb	Test	WSCR	new	Bird Care > Hygeine,Bird Feeders > Bird Feeder Cleaning,Bird Feeders	 	TRUE	FALSE
407	 	Robin Teapot Nester	The attractive Teapot Nest Box is a welcome addition to any garden. It is easy to fix and will provide a great nesting point for Robins in addition to other smaller birds. The Teapot Nest Box is frost-resistant so will endure the cold temperatures of the winter	http://vinehous.nextmp.net/bird-box-robin-teapot-nester.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/T/WTN_Bird_Box_Robin_Teapot_Nester.jpg	 	17.50 GBP	 	 	in stock	1.00 lb	Test	WTN	new	Bird Care > Nest Boxes,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
408	 	Birdy Bites Garden Bird Feeder Kit	A fun kit for children with a no-cook safe and easy recipe for making the cakes. Simply combine the magic mix with the bird food and add water, and make cupcakes, cookie shapes or fill natural pine cones. A hanging log feeder is also included to treat the birds in your garden	http://vinehous.nextmp.net/birdy-bites.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/b/i/birdie_bites.jpeg	 	18.50 GBP	 	 	in stock	2.50 lb	Test	WTT1	new	Wildlife Products > Gifts,Wildlife Products	Animals & Pet Supplies > Pet Supplies > Bird Supplies > Bird Food	TRUE	FALSE
434	 	Bird Table Scraper - Double Ended	This strong, steel double-ended scraper will help you ensure your bird table is clean and hygienic. Different size ends help you reach all tight spots.	http://vinehous.nextmp.net/bird-table-scraper.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/S/WSCR2_Bird_Table_Scraper.JPG	 	5.62 GBP	 	 	in stock	0.25 lb	Test	WSCR2	new	Bird Care > Hygeine,Bird Feeders > Bird Feeder Cleaning,Bird Feeders	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
436	 	Bug Box	The Bug Box has a dual chamber for beneficial insects to hibernate in winter. This insect box is ideal for ladybirds and solitary bees and is made from FSC wood	http://vinehous.nextmp.net/bug-box.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/W/WWBB2_Bug_Box.jpg	 	13.33 GBP	 	 	in stock	1.00 lb	Test	WWBB2	new	Wildlife Products > Wildlife Homes,Wildlife Products	Home & Garden > Decor > Garden Feeders	TRUE	FALSE
440	 	Hogilo Hedgehog House	Made from FSC timber and recycled agricultural plastic, this is a great environmentally friendly hedgehog house. Features a predator proof entrance door and has easy access for cleaning and inspection Height: 8 ins Width: 18 ins Length: 15 ins	http://vinehous.nextmp.net/hogilo-hedgehog-house.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/H/WHH1_Hogilo_Hedgehog_House.jpg	 	54.50 GBP	 	 	in stock	4.00 lb	Test	WHH1	new	Wildlife Products > Wildlife Homes,Wildlife Products	Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Habitats & Cages	TRUE	FALSE
441	 	Ladybird House	The Ladybird House has a natural central chamber for ladybirds to hibernate in. The ladybird house comes with a pole attached for placing on the lawn or in flower beds	http://vinehous.nextmp.net/ladybird-house.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/l/a/ladybirdtower_1.jpg	http://vinehous.nextmp.net/media/catalog/product/l/a/ladybirdtower.jpg	15.50 GBP	 	 	in stock	1.00 lb	Test	WWLBT	new	Wildlife Products > Wildlife Homes,Wildlife Products	Home & Garden > Decor > Garden Feeders	TRUE	FALSE
443	 	Solitary Bee Hive	The Solitary Bee Hive measures 200mm x 180mm x 160mm - Made from FSC wood	http://vinehous.nextmp.net/solitary-bee-box.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/W/WWSBH1_Solitary_Bee_Box.jpg	 	26.00 GBP	 	 	in stock	2.00 lb	Test	WWSBH1	new	Wildlife Products > Wildlife Homes,Wildlife Products	Home & Garden > Decor > Garden Feeders	TRUE	FALSE
444	 	Squirrel Feeder	Squirrels access the food by lifting the lid of this squirrel feeder. Fill with Vine House Farm Premium Peanuts to help keep squirrels away from your bird feeders!	http://vinehous.nextmp.net/squirrel-feeder.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/W/WWSF_Squirrel_Feeder_1.jpg	 	18.80 GBP	 	 	in stock	2.00 lb	Test	WWSF	new	Wildlife Products > Wildlife Food,Wildlife Products	Home & Garden > Decor > Garden Feeders > Squirrel Feeders	TRUE	FALSE
504	 	Triple Bug Viewer	Optical instrument for viewing bugs and insects from three different ways - aerial, horizontal and from below. Supplied with tweezers	http://vinehous.nextmp.net/triple-bug-viewer.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KTBV_Triple_Bug_Viewer.jpg	 	7.00 GBP	 	 	out of stock	0.14 lb	Test	KTBV	new	Wildlife Products > Gifts,Wildlife Products	Toys & Games > Toys > Educational Toys > Insect Collecting Kits	TRUE	FALSE
505	 	Super Bug Viewer	Children can check out the inhabitants of the garden or pond up close with this super-viewer! With the rotating lens, children can follow the insects as they move. Suitable for children from 5 years	http://vinehous.nextmp.net/super-bug-viewer.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/S/KSBV_Super_Bug_Viewer.jpg	 	6.99 GBP	 	 	in stock	0.11 lb	Test	KSBV	new	Wildlife Products > Gifts,Wildlife Products	Toys & Games > Toys > Educational Toys > Insect Collecting Kits	TRUE	FALSE
548	 	Bird Feeder Window Hook	The Window Hook simply sticks to your window using suction pads so you can hang your feeder from it and watch the birds close up without startling them. Its a quick and easy support for your bird feeder, perfect for smaller gardens or balcony windows. It can hold a feeder weighing up to 1.5kg	http://vinehous.nextmp.net/window-hook.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/h/i/high_strength_window_hook_1.jpg	http://vinehous.nextmp.net/media/catalog/product/h/i/high_strength_window_hook.jpg	9.00 GBP	 	 	out of stock	0.10 lb	Test	BFWH	new	Bird Feeders > Bird Feeding Accessories,Bird Feeders	 	TRUE	FALSE
673	 	Mixed Bird Seed Sampler	A selection of 2kg bags including our Won’t Grow Mix, Mixed Seed, Premium High Energy Mix, Finch Mix and Premium Mix.Your garden birds will be spoilt for choice	http://vinehous.nextmp.net/mixed-seed-sampler.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/M/S/MSS_Mixed_Seed_Sampler.jpg	 	22.80 GBP	 	 	in stock	10.00 lb	Test	MSS	new	Bird Food > Bird Seed Mixes,Bird Food	Animals & Pet Supplies > Pet Supplies > Bird Supplies > Bird Food	TRUE	FALSE
714	 	Mealworm Food	All our live food is supplied with bran as a food source. For those of you that feed a lot of live mealworms it is often good to be able to supplement their food with our special bran for mealworms	http://vinehous.nextmp.net/mealworm-food-500g-bran.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/M/F/MFB500_Mealworm_Food_500g_Bran.jpg	 	4.00 GBP	 	 	in stock	0.50 lb	Test	MFB500	new	Bird Food > Live Mealworms,Bird Food	Animals & Pet Supplies > Pet Supplies > Bird Supplies > Bird Food	TRUE	FALSE
773	 	Straight Seeds Selection Pack	Find out which straight foods your garden birds love the most or simply give them a treat by offering a selection with our Straight Seed Selection Pack. Each pack contains 2 kg bags of Standard Sunflower Hearts, Niger Seed, Peanuts, Chopped Peanuts and a 1.5kg bag of Black Sunflower Seeds	http://vinehous.nextmp.net/straight-seeds-selection-pack.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/S/S/SSSP_Straight_Seeds_Selection_Pack.jpg	 	25.80 GBP	 	 	in stock	10.00 lb	Test	SSSP	new	Bird Food > Straight Bird Foods,Bird Food	Animals & Pet Supplies > Pet Supplies > Bird Supplies > Bird Food	TRUE	FALSE
814	 	Blue Dipper Ceramic Bird Bath	The Blue Dipper Bird Bath is made in frost-resistant ceramic with the striking Cerulean blue glaze contrasting with the natural terracotta rim and decorative pair of clay birds at the waters edge. Two terracotta landing stones are included with each Blue Dipper Bird Bath to be placed in the bird bath. These imitate natural pebbles in a shallow pool and encourage easy access to the water for your garden birds.	http://vinehous.nextmp.net/bird-bath-blue-dipper-ceramic.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/b/d/bdip_3__1.jpg	http://vinehous.nextmp.net/media/catalog/product/b/d/bdip_3_.jpg	21.50 GBP	 	 	in stock	3.00 lb	Test	WBDIP	new	Bird Care > Bird Baths,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
939	 	Woodstone Sparrow Terrace	House Sparrows prefer to nest in groups, so this new Woodstone Sparrow nest box has been designed with 2 chambers to allow them to breed in close proximity. The Woodstone range of nest boxes are constructed from a mix of concrete and wood fibre that safeguards against predators and provides a consistent temperature. This is especially important during the breeding season and ensures that young birds have a greater chance of survival. This double nest box can be fixed onto the wall or integrated into the wall for new house builds/renovations. Designed not to rot away or deteriorate. Comes with a 10 year guarantee. Dimensions: (w)29cm x (h)21cm x (d)16cm	http://vinehous.nextmp.net/woodstone-sparrow-terrace.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/W/H/WHSDB_Bird_Box_Woodstone_House_Sparrow_Double_Brown.jpg	 	49.50 GBP	 	 	in stock	1.00 lb	Test	WHSDB	new	Bird Care > Nest Boxes,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
941	 	Echoes Bird Bath	The Echoes Bird Bath comes with 3 glazed feet to slightly raise the bird bath above the ground	http://vinehous.nextmp.net/echoes-bird-bath.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/e/b/ebb_4.jpg	 	19.50 GBP	 	 	in stock	0.00 lb	not specified	EBB	new	Bird Care > Bird Baths	 	TRUE	FALSE
1218	 	Sultanas for Birds	Succulent sultanas and raisins are a real favourite of ground feeding garden birds such as Blackbirds, Song Thrushes and Starlings. Sultanas are especially valuable in late winter and spring when natural fruits are difficult to find. In the breeding season they are a popular bird food and are best soaked in water so adult birds can feed them to their young. Sultanas and raisins are suitable for bird tables and ground feeders. Please note that sultanas can be harmful to dogs if eaten.	http://vinehous.nextmp.net/sultanas-for-birds.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/s/u/sult_1.jpg	 	11.50 GBP	 	 	in stock	0.00 lb	not specified	SULT	new	Bird Food > Straight Bird Foods,Bird Food	 	TRUE	FALSE
1255	 	House Martin Nest Box	Site the House Martin Nest underneath the eaves of your house or out-building. Available as a single or double nest box	http://vinehous.nextmp.net/house-martin-nest-box.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/C/H/CHM_Bird_Box_House_Martin.jpg	 	19.80 GBP	 	 	in stock	0.00 lb	not specified	CHM	new	Bird Care > Nest Boxes	 	TRUE	FALSE
1259	 	Kestrel Wooden Nest Box	The Kestrel Nest Box is made to order with FSC timber and felt roof and eco friendly preservative. This Nest Box was built based on BTO guidelines Approximately 33cm (H), 30cm (W) and 67cm (D). Please allow 2 weeks for delivery.	http://vinehous.nextmp.net/wooden-nest-boxes-kestrel.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KTK_Bird_Box_Kestrel.jpg	 	80.00 GBP	 	 	in stock	0.00 lb	not specified	KTK	new	Bird Care > Nest Boxes,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
1260	 	Sparrow Wooden Nest Box	This wooden Sparrow Nest Box has been designed with a 32mm hole ideal for Tree Sparrow, House Sparrow, Blue Tit, Great Tit, Coal Tit, Marsh Tit, Nuthatch, Pied Flycatcher and other small birds. Made with FSC timber and felt roof and eco friendly preservative. This Nest Box was built based on BTO guidelines. The hinged roof enables easy inspection and cleaning. All wooden nest boxes are treated with a light oak preservative	http://vinehous.nextmp.net/wooden-nest-boxes-sparrow.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KT32_Bird_Box_Sparrow.JPG	 	24.50 GBP	 	 	in stock	0.00 lb	not specified	KT32	new	Bird Care > Nest Boxes,Bird Care	 	TRUE	FALSE
1262	 	Sparrow Terrace Wooden Nest Box	This wooden Sparrow Terrace Nest Box provides three nesting places in one. Designed with 32mm entrance holes ideal for Tree Sparrow, House Sparrow, Great Tit, and Nuthatch. Our wooden nest boxes are made with FSC timber and felt roof and then finished off with an eco friendly preservative. This Sparrow Terrace Nest Box was built based on BTO guidelines. The hinged roof allows for easy inspection and cleaning. All wooden nest boxes are treated with a light oak preservative	http://vinehous.nextmp.net/wooden-nest-boxes-sparrow-terrace.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KTSP3_Bird_Box_Sparrow_Terrace.JPG	 	54.50 GBP	 	 	in stock	0.00 lb	not specified	KTSP3	new	Bird Care > Nest Boxes,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
1263	 	Wooden Open Fronted Nest Box	This wooden Open Front Nest Box is suitable for Robins, Wrens, Pied Wagtail and Spotted Flycatcher. The nest box has a removable front panel for easy cleaning. Made with FSC timber and felt roof and then finished with an eco friendly preservative. This Nest Box was built based on BTO guidelines. All wooden nest boxes are treated with a light oak preservative	http://vinehous.nextmp.net/wooden-nest-boxes-open-front.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KTOF_Bird_Box_Open_Front.jpg	 	20.50 GBP	 	 	in stock	0.00 lb	not specified	KTOF	new	Bird Care > Nest Boxes,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
1264	 	Starling Wooden Nest Box	Starling numbers have declined considerably in the last 30 years. A loss of natural nesting sites is a contributing factor to their decline. Our new Starling Nest Box with a 45mm entrance hole and ample room inside making it ideal for Starlings and Great Spotted Woodpeckers. This Starling Nest Box has a hinged roof to allow for easy inspection and cleaning, drainage holes to prevent waterlogging and is finished off in a light oat preservative with felt roof to protect from weather damage H50cm x W20cm x D23cm	http://vinehous.nextmp.net/wooden-nest-boxes-starling.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KT45_Bird_Box_Starling.jpg	 	34.50 GBP	 	 	in stock	0.00 lb	not specified	KT45	new	Bird Care > Nest Boxes,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
1265	 	Swift Wooden Nest Box	Replicate Swifts natural nesting sites with this Swift Nest Box. Traditionally Swifts nest in the eaves and gables of buildings. Modern houses and renovated buildings exclude Swifts; these nest boxes are an easy way to replicate nesting places. Made from sustainable sourced plywood and treated with a light oak preservative to last. Hinged front for easy cleaning Approximately 55cm/23" (W) x 21cm/8" (T) x 27cm/10.5" (D)	http://vinehous.nextmp.net/wooden-nest-boxes-swift.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KTSW_Bird_Box_Swift.jpg	 	64.50 GBP	 	 	in stock	0.00 lb	not specified	KTSW	new	Bird Care > Nest Boxes	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
1266	 	Tit Wooden Nest Box	This wooden Tit Nest Box has been designed with a 28mm hole for Blue Tit, Coal Tit, Marsh Tit, Tree Sparrow, Wren and other small birds. Made with FSC timber, felt roof and finished with eco friendly preservative. This Nest Box was built based on BTO guidelines. The hinged roof enables easy inspection and cleaning. All wooden nest boxes are treated with a light oak preservative	http://vinehous.nextmp.net/wooden-nest-boxes-tit.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KT28_Bird_Box_Tit.jpg	 	24.50 GBP	 	 	in stock	0.00 lb	not specified	KT28	new	Bird Care > Nest Boxes,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
1267	 	Tawny Owl Wooden Nest Box	This wooden Tawny Owl Nest Box has been designed to recreate the natural nesting sites of the Tawny Owl. Tawny Owls nest within large, deep cavities in old trees. The tube box provides a great alternative to these natural nesting sites.. The Tawny Owl Nest Box is made to order with FSC timber, felt roof and eco friendly preservative. There is a ledge to provide a safe area for the chicks when they first emerge as wells as a door to the side to allow for cleaning and inspection. Built based on BTO guidelines. Please allow 2 weeks for delivery. The Nest Box is approximately 100cm (H), 25cm (W) and 41cm (D)	http://vinehous.nextmp.net/wooden-nest-boxes-tawny-owl.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/T/KTTO_Bird_Box_Tawny_Owl.jpg	 	80.00 GBP	 	 	in stock	0.00 lb	not specified	KTTO	new	Bird Care > Nest Boxes,Bird Care	Animals & Pet Supplies > Pet Supplies > Bird Supplies	TRUE	FALSE
1272	 	Suet Block Feeder	A great way to feed wild birds suet in your garden at energy sapping times of the year. This suet block holder is made from green rust-resistant metal The suet block feeder comes in three sizes, single, double or triple, to hold 1, 2 or 3 of our suet blocks	http://vinehous.nextmp.net/suet-block-feeder.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/J/J/JJSF_Suet_Block_Holder_Single.jpg	 	3.00 GBP	 	 	in stock	0.00 lb	not specified	JJSF	new	Bird Feeders > Suet Feeders,Bird Feeders	 	TRUE	FALSE
1283	 	Niger Seed Feeder with Tray	Our British made plastic niger seed feeders are an excellent budget option. Designed especially for Niger Seed. Available in two sizes: 18cm and 32cm	http://vinehous.nextmp.net/niger-seed-feeder-with-tray.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/K/K/KK18_Niger_Seed_Feeder_and_Tray_18cm.jpg	 	10.30 GBP	 	 	in stock	0.00 lb	not specified	KK18	new	Bird Feeders > Niger Feeders,Bird Feeders	 	TRUE	FALSE
1421	 	Less Mess Suet Blocks - Insect	A great introduction to our fat product range. They also come with much less packaging - no plastic tray, just a simple wrapper instead. Available in Insect, Mealworm and Berry and Bugs flavour	http://vinehous.nextmp.net/less-mess-suet-blocks-insect.html?utm_source=google_shopping	http://vinehous.nextmp.net/media/catalog/product/u/l/ulmi6_less_mess_insect_suet_blocks_300g_x_6.jpg	 	11.50 GBP	 	 	in stock	0.00 lb	not specified	ULMI	new	Bird Food > Suet Bird Food,Bird Food	 	TRUE	FALSE
